episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
74,3.9042890071868896,-0.03465804167613942,26,16,64,19,23,0,22,62.48,0.8242499999999988
75,,0.7611030168444779,39,16,87,44,27,0,16,62.54,0.8242499999999988
76,3.619058132171631,-0.621104281408157,22,16,50,23,15,0,12,62.59,0.8194999999999988
77,,0.046390524873977684,26,14,54,21,19,0,16,62.94,0.8194999999999988
78,4.4700927734375,-0.3209446461432898,22,14,44,14,14,0,16,63.42,0.8147499999999988
79,,2.217023114530836,30,2,68,17,37,0,16,63.54,0.8147499999999988
80,3.8323450088500977,0.87980177819483,20,8,36,12,18,0,6,62.65,0.8099999999999987
81,,0.8087393983488734,22,8,76,23,27,0,26,62.59,0.8099999999999987
82,4.0224785804748535,0.3681100474620827,28,15,73,29,21,0,23,63.18,0.8052499999999987
83,,0.7970684393939426,48,17,125,51,42,0,38,62.93,0.8052499999999987
84,3.2872061729431152,2.0675251414926943,32,2,82,36,38,0,10,62.62,0.8004999999999987
85,,0.39751410594725856,28,14,62,26,18,0,18,63.4,0.8004999999999987
86,3.777500867843628,0.12553882679173284,26,14,46,16,16,0,14,62.47,0.7957499999999986
87,,0.03108711358088908,20,12,46,15,16,0,15,63.28,0.7957499999999986
88,3.868720293045044,0.26530786725120403,22,12,56,14,25,0,17,63.46,0.7909999999999986
89,,0.7101510307053767,28,12,54,26,15,0,13,63.26,0.7909999999999986
90,4.222197532653809,0.4926093991527912,20,10,52,18,20,0,14,63.01,0.7862499999999986
91,,0.07397460876664877,22,12,40,10,14,0,16,63.34,0.7862499999999986
92,3.931684732437134,1.0183271699197627,28,10,78,34,28,0,16,63.0,0.7814999999999985
93,,0.8138739575584576,26,10,56,24,20,0,14,63.27,0.7814999999999985
94,4.162967681884766,1.6048224833100246,30,6,82,27,35,0,20,63.27,0.7767499999999985
95,,-0.019657430902779292,20,12,46,21,18,0,7,63.15,0.7767499999999985
96,3.479830265045166,0.23133852891852633,24,12,52,21,19,0,14,63.14,0.7719999999999985
97,,-1.029277660968802,22,16,38,13,13,0,12,63.33,0.7719999999999985
98,3.0214033126831055,-0.06488163828555604,24,14,46,21,16,0,9,63.24,0.7672499999999984
99,,1.517626281481449,36,10,72,27,35,0,10,63.59,0.7672499999999984
100,3.6843249797821045,0.7723304114099467,26,10,68,22,29,0,19,63.39,0.7624999999999984
101,,1.3083967161566776,30,8,70,30,28,0,14,63.55,0.7624999999999984
102,3.6708664894104004,0.7876688057984177,32,12,76,39,23,0,16,63.45,0.7577499999999984
103,,0.5767053840068824,26,12,54,19,18,0,17,63.29,0.7577499999999984
104,3.760497570037842,1.363556914511805,26,8,50,17,19,0,14,63.04,0.7529999999999983
105,,1.0790477342550497,28,10,58,18,19,0,21,63.1,0.7529999999999983
106,4.300545692443848,0.05045049386627184,20,12,48,15,22,0,11,63.0,0.7482499999999983
107,,-1.2383377970849838,24,18,40,14,11,0,15,63.1,0.7482499999999983
108,4.019513130187988,0.4204370377663722,28,14,64,19,25,0,20,63.12,0.7434999999999983
109,,0.9629366208435358,30,10,98,40,40,0,20,63.68,0.7434999999999983
110,4.029561519622803,-0.16965153870611016,20,12,38,13,14,0,11,62.91,0.7387499999999982
111,,0.4097297035380818,24,12,52,23,19,0,10,63.25,0.7387499999999982
112,3.7339911460876465,0.40778787772982383,20,10,44,18,15,0,11,63.03,0.7339999999999982
113,,1.9302888535290286,28,6,50,25,18,0,7,63.35,0.7339999999999982
114,3.8779549598693848,0.5659829081703476,22,10,36,8,15,0,13,63.13,0.7292499999999982
115,,1.3104240943405712,26,6,76,24,30,0,24,63.36,0.7292499999999982
116,3.8111634254455566,0.24134463752044497,22,12,54,21,17,0,16,63.2,0.7244999999999981
117,,0.7763978804454551,20,8,62,19,27,0,16,63.33,0.7244999999999981
118,4.1788835525512695,1.4132008040061212,20,6,38,5,20,0,13,63.15,0.7197499999999981
119,,1.5582381853630354,28,6,74,20,29,0,25,63.38,0.7197499999999981
120,4.435768127441406,-0.803513879638629,24,19,55,29,12,0,14,63.14,0.7149999999999981
121,,0.9524292540207747,28,10,58,23,26,0,11,63.41,0.7149999999999981
122,3.7307167053222656,0.8196278837084683,24,10,58,28,19,0,11,63.4,0.710249999999998
123,,0.9587307175256419,26,10,56,20,21,0,15,63.73,0.710249999999998
124,3.543776750564575,1.0878811491488032,25,8,74,28,31,0,15,64.59,0.705499999999998
125,,-1.8742039085856501,18,14,24,11,7,0,6,63.76,0.705499999999998
126,4.30706262588501,-0.09747061364775789,26,16,60,20,23,0,17,63.69,0.700749999999998
127,,0.05141968461337393,24,14,54,22,21,0,11,63.89,0.700749999999998
128,3.7762885093688965,1.111507641075033,28,10,54,22,17,0,15,63.83,0.695999999999998
129,,0.01028412548462232,28,16,64,29,22,0,15,64.22,0.695999999999998
130,3.847374677658081,0.7040006345496352,28,12,82,30,36,0,16,63.78,0.6912499999999979
131,,0.5181312858344729,34,16,71,32,22,0,17,63.94,0.6912499999999979
132,4.114250659942627,0.1233239051432617,24,12,40,21,12,0,9,63.78,0.6864999999999979
133,,0.7680727466767662,36,13,95,41,44,0,15,64.1,0.6864999999999979
134,3.636380195617676,0.2261930066424085,34,18,89,45,25,0,20,63.97,0.6817499999999979
135,,1.842063858627234,22,4,48,17,21,0,10,63.96,0.6817499999999979
136,3.339181423187256,0.700019937807338,29,12,70,23,28,0,19,64.12,0.6769999999999978
137,,0.486012784456841,20,10,72,26,30,0,16,63.79,0.6769999999999978
138,3.870126247406006,1.0369324506611974,36,12,88,39,30,0,21,64.0,0.6722499999999978
139,,-1.9521744167284467,20,16,28,11,11,0,6,64.32,0.6722499999999978
140,4.149026870727539,0.940475514759171,26,10,54,17,24,0,13,63.86,0.6674999999999978
141,,1.1926518612116255,24,8,50,18,21,0,11,63.99,0.6674999999999978
142,3.8477425575256348,0.5772690406746422,26,12,48,26,13,0,9,63.79,0.6627499999999977
143,,0.30859584027528353,24,12,40,20,9,0,11,64.14,0.6627499999999977
144,4.080595016479492,0.9557939386315875,26,10,50,20,20,0,10,63.94,0.6579999999999977
145,,0.5318604172214849,32,14,58,19,21,0,20,64.1,0.6579999999999977
146,3.4526448249816895,1.1836322981608534,26,8,76,35,23,0,18,63.95,0.6532499999999977
147,,0.9525476971977463,26,10,56,16,27,0,13,63.82,0.6532499999999977
148,4.069309234619141,1.550517335958292,35,8,87,34,32,0,21,64.0,0.6484999999999976
149,,1.4238020930426634,38,6,98,39,47,0,15,64.05,0.6484999999999976
150,4.521580696105957,1.075506252384263,28,8,70,20,31,0,21,63.68,0.6437499999999976
151,,0.08106919021632042,24,14,62,20,26,0,16,64.09,0.6437499999999976
152,2.933743953704834,1.124046943830932,30,10,76,34,29,0,13,63.77,0.6389999999999976
153,,-1.498076286930803,20,16,34,13,10,0,11,64.06,0.6389999999999976
154,3.9368109703063965,1.5036509398340163,32,8,72,31,27,0,14,63.87,0.6342499999999975
155,,1.121856677482264,28,8,80,36,30,0,16,63.98,0.6342499999999975
156,3.7271084785461426,-0.5873431406805475,20,14,40,19,15,0,6,64.0,0.6294999999999975
157,,1.1177816777931955,22,6,62,25,26,0,13,64.46,0.6294999999999975
158,4.1093034744262695,0.46699519534631534,33,16,88,37,28,0,25,64.28,0.6247499999999975
159,,0.7386393827352338,28,12,74,28,35,0,11,64.14,0.6247499999999975
160,3.7804744243621826,0.7286110870853056,20,8,64,23,26,0,15,64.07,0.6199999999999974
161,,0.029965258231074543,38,22,80,31,36,0,13,64.71,0.6199999999999974
162,4.020772933959961,1.5041827145161335,33,4,88,32,41,0,21,64.1,0.6152499999999974
163,,0.19299601486201848,18,10,44,18,16,0,10,63.59,0.6152499999999974
164,4.130675315856934,0.636281934628453,26,12,62,22,25,0,15,65.04,0.6104999999999974
165,,1.3873504839341588,28,8,62,21,29,0,12,63.84,0.6104999999999974
166,3.65372371673584,1.3303108614377406,26,8,52,17,25,0,10,63.3,0.6057499999999973
167,,-0.1755462527683714,28,16,44,14,18,0,12,63.43,0.6057499999999973
168,3.207895040512085,1.261908118019195,32,8,94,36,48,0,12,63.56,0.6009999999999973
169,,0.6597388275939391,35,15,109,53,44,0,12,64.17,0.6009999999999973
170,3.829606056213379,-0.15524362376620834,24,14,42,13,15,0,14,63.38,0.5962499999999973
171,,-0.016157857272667008,18,10,30,9,14,0,7,63.69,0.5962499999999973
172,3.5025086402893066,1.3131113911282128,28,8,68,25,30,0,13,63.74,0.5914999999999973
173,,1.2178137233772393,28,8,66,24,34,0,10,63.88,0.5914999999999973
174,3.878934860229492,0.6427118493088955,22,10,54,23,19,0,12,63.4,0.5867499999999972
175,,0.6695183533228395,26,12,76,31,32,0,13,63.78,0.5867499999999972
176,3.3081982135772705,-1.829860341960377,22,20,42,18,19,0,5,63.6,0.5819999999999972
177,,1.6366176298420214,44,10,92,38,38,0,16,64.09,0.5819999999999972
178,3.8140461444854736,1.2672246890682164,31,8,78,30,35,0,15,63.41,0.5772499999999972
179,,-0.05585678888886902,24,14,46,13,20,0,13,63.31,0.5772499999999972
180,3.5305428504943848,0.26180951226996496,24,14,74,35,26,0,13,63.23,0.5724999999999971
181,,0.40833734442159203,32,16,76,34,27,0,15,63.35,0.5724999999999971
182,4.613596439361572,-1.4467056326980803,22,18,40,20,15,0,5,63.46,0.5677499999999971
183,,0.40656848814425683,28,14,64,33,18,0,13,63.71,0.5677499999999971
184,3.6065139770507812,0.8128345955041559,24,10,38,16,11,0,11,63.48,0.5629999999999971
185,,1.3631458580159792,32,8,92,39,39,0,14,63.7,0.5629999999999971
186,4.49258279800415,1.0224803969958765,28,10,82,37,36,0,9,63.03,0.558249999999997
187,,-0.07601294433131509,24,14,56,30,16,0,12,63.33,0.558249999999997
188,2.9111175537109375,1.441811497052802,26,6,62,23,27,0,14,63.18,0.553499999999997
189,,0.782309938001854,34,14,80,34,28,0,18,63.28,0.553499999999997
190,4.133012294769287,0.5580351737356801,22,10,40,17,17,0,6,62.99,0.548749999999997
191,,-2.2643900274441378,18,16,28,10,9,0,9,63.07,0.548749999999997
192,4.007400989532471,1.148907450780912,30,10,72,30,30,0,12,63.07,0.5439999999999969
193,,-0.09110841841699724,24,14,44,18,17,0,9,63.36,0.5439999999999969
194,3.5687906742095947,0.875642411903387,20,8,36,12,15,0,9,63.07,0.5392499999999969
195,,0.9433879408525555,25,8,64,20,32,0,16,63.15,0.5392499999999969
196,3.6972270011901855,0.38939625964671465,24,12,54,23,20,0,11,62.9,0.5344999999999969
197,,0.9496280951739301,30,10,82,38,34,0,12,63.49,0.5344999999999969
198,3.6938412189483643,0.9189406224433949,26,10,66,26,31,0,9,63.09,0.5297499999999968
199,,1.5477779283279631,40,10,92,28,46,0,18,62.75,0.5297499999999968
200,3.020901679992676,1.2874040386542371,24,8,42,21,13,0,8,61.99,0.5249999999999968
201,,1.4424036614307587,24,6,46,15,23,0,10,62.94,0.5249999999999968
202,3.6791505813598633,-0.3588216978042335,22,14,42,18,17,0,7,62.89,0.5202499999999968
203,,-0.22854674186624793,28,18,64,29,22,0,13,63.2,0.5202499999999968
204,4.140313148498535,0.11482521062904855,26,14,48,19,22,0,7,63.17,0.5154999999999967
205,,0.4470969770528007,24,12,54,30,20,0,4,63.15,0.5154999999999967
206,3.281378746032715,0.5503302813110578,26,12,48,20,17,0,11,62.91,0.5107499999999967
207,,0.3525018085705396,20,10,40,18,17,0,5,63.18,0.5107499999999967
208,4.244709014892578,0.5058839961241094,20,10,56,27,20,0,9,63.15,0.5059999999999967
209,,0.8815057324041999,37,14,110,40,52,0,18,63.76,0.5059999999999967
210,4.234305381774902,0.2666977716168755,28,14,58,28,23,0,9,63.11,0.5012499999999966
211,,-0.6484078263032725,22,16,52,26,21,0,5,63.14,0.5012499999999966
212,3.733445167541504,-0.213341062558413,22,14,48,24,18,0,6,63.09,0.49649999999999667
213,,1.226489003749903,30,10,60,26,28,0,6,63.29,0.49649999999999667
214,4.308826446533203,1.0184866535208243,34,12,94,41,37,0,16,63.26,0.4917499999999967
215,,1.703024111749804,31,6,82,37,29,0,16,63.29,0.4917499999999967
216,3.988257884979248,1.2881873989632049,34,10,82,34,37,0,11,63.12,0.4869999999999967
217,,-0.21652568077315212,22,12,36,15,16,0,7,63.24,0.4869999999999967
218,4.086057662963867,0.5837888655715179,28,12,56,21,24,0,13,63.17,0.48224999999999674
219,,0.8786946142561503,20,8,42,15,17,0,10,63.28,0.48224999999999674
220,3.773409605026245,0.7006250372318042,34,14,96,49,30,0,19,63.53,0.47749999999999676
221,,0.7846491016044026,30,12,89,34,43,0,12,63.35,0.47749999999999676
222,3.433591842651367,1.1823710282134532,24,8,50,20,23,0,7,62.11,0.4727499999999968
223,,1.1473447360870375,36,12,82,37,37,0,8,62.45,0.4727499999999968
224,4.203059673309326,0.6865456503349657,32,14,58,32,14,0,12,62.28,0.4679999999999968
225,,1.4139181413445459,24,6,65,27,29,0,9,62.62,0.4679999999999968
226,3.754115104675293,0.3854523349553794,22,10,40,15,18,0,9,63.31,0.46324999999999683
227,,1.0925201450387942,32,10,64,25,29,0,12,62.54,0.46324999999999683
228,4.028107166290283,2.062178205244979,26,2,70,23,33,0,14,62.23,0.45849999999999685
229,,0.6018636893264403,24,10,52,21,24,0,7,62.5,0.45849999999999685
230,4.016291618347168,-0.8141166404959127,20,14,36,18,17,0,1,62.26,0.4537499999999969
231,,0.915379585635959,22,8,82,41,29,0,12,62.48,0.4537499999999969
232,3.6344151496887207,0.6613830751178376,24,10,70,30,35,0,7,62.36,0.4489999999999969
233,,1.0983830295073653,32,10,60,30,22,0,12,62.31,0.4489999999999969
234,3.5226712226867676,0.5940787044178534,40,18,116,49,46,0,23,62.25,0.4442499999999969
235,,1.2741548764967952,28,6,94,36,53,0,7,62.58,0.4442499999999969
236,3.619921922683716,0.6221946794801431,22,10,56,22,24,0,10,62.19,0.43949999999999695
237,,0.019010104445400244,22,12,48,25,16,0,9,62.41,0.43949999999999695
238,4.026590824127197,1.2313750560732901,30,8,88,39,41,0,10,62.45,0.43474999999999697
239,,1.1634724019691647,26,6,78,31,38,0,13,62.59,0.43474999999999697
240,3.548096179962158,1.069483699670797,28,10,56,23,25,0,8,62.39,0.429999999999997
241,,1.531346583824048,27,6,66,22,35,0,11,62.46,0.429999999999997
242,4.037508487701416,0.9216426724978641,26,10,68,29,32,0,7,62.46,0.425249999999997
243,,1.463434641462787,32,8,68,23,32,0,15,62.43,0.425249999999997
244,2.9321277141571045,0.8623035860648192,34,12,65,31,31,0,7,62.35,0.42049999999999704
245,,1.0857364521176602,23,7,77,20,48,0,9,63.42,0.42049999999999704
246,3.681462526321411,1.4634279732443247,40,10,86,37,39,0,12,63.23,0.41574999999999707
247,,1.3304637106457173,38,11,80,35,35,0,10,63.52,0.41574999999999707
248,3.8313064575195312,-0.40649994122728433,26,16,44,19,20,0,5,63.06,0.4109999999999971
249,,0.8150776209071383,26,10,60,27,27,0,8,63.28,0.4109999999999971
250,4.117480754852295,0.7223060238884756,28,12,72,28,35,0,9,63.07,0.4062499999999971
251,,0.5992303191859805,22,10,46,21,20,0,5,63.37,0.4062499999999971
252,4.0826416015625,-0.11934423586884056,28,16,46,23,15,0,8,63.06,0.40149999999999714
253,,0.2340410483569084,29,16,78,40,31,0,7,63.39,0.40149999999999714
254,3.777480363845825,0.16388631279394963,28,16,70,33,29,0,8,63.09,0.39674999999999716
255,,1.4873705057761197,38,6,121,55,52,0,18,63.49,0.39674999999999716
256,3.5797746181488037,1.9495648445703904,36,6,80,27,43,0,10,63.15,0.3919999999999972
257,,0.7483765105166745,24,10,66,26,33,0,7,63.29,0.3919999999999972
258,3.9003472328186035,0.628793181426392,22,10,54,20,27,0,7,63.16,0.3872499999999972
259,,1.2592668516639998,26,8,60,28,27,0,5,63.31,0.3872499999999972
260,3.5194482803344727,1.0057560962106182,24,8,56,22,29,0,7,63.15,0.38249999999999723
261,,1.0049805001387342,24,8,60,29,30,0,3,63.35,0.38249999999999723
262,4.315401077270508,0.20043083706034448,20,10,44,18,20,0,8,63.1,0.37774999999999725
263,,0.14917374280504214,26,14,48,23,16,0,9,63.24,0.37774999999999725
264,3.4382519721984863,1.0010929965839748,34,10,85,32,52,0,5,63.22,0.3729999999999973
265,,-0.6306580740936929,24,16,42,19,17,0,6,63.48,0.3729999999999973
266,3.2703356742858887,1.4166917606755014,30,8,72,35,27,0,10,63.47,0.3682499999999973
267,,0.6008418423612455,32,14,73,29,30,0,14,63.85,0.3682499999999973
268,3.37214994430542,1.2097882716490194,28,8,88,35,40,0,13,63.71,0.3634999999999973
269,,-0.01638142108138118,26,14,60,20,31,0,9,63.81,0.3634999999999973
270,4.203099727630615,1.7639418873052213,50,6,125,56,57,0,17,52.75,0.35874999999999735
271,,1.4146528350133976,30,6,92,39,44,0,11,63.92,0.35874999999999735
272,3.7771313190460205,0.7398798758189106,28,12,58,20,29,0,9,63.56,0.3539999999999974
273,,0.7878418788225099,24,10,58,22,25,0,11,63.74,0.3539999999999974
274,2.9946625232696533,0.724501875411568,28,12,58,28,25,0,5,63.4,0.3492499999999974
275,,0.9073559378528371,26,10,64,29,25,0,10,63.83,0.3492499999999974
276,4.00549840927124,1.8261866459890508,32,4,84,31,42,0,13,63.8,0.3444999999999974
277,,0.8145532281309061,24,10,68,25,35,0,8,63.72,0.3444999999999974
278,4.139902114868164,-0.4513269863432708,24,16,50,21,24,0,5,63.41,0.33974999999999744
279,,1.8338989991482382,36,6,70,29,34,0,9,63.85,0.33974999999999744
280,3.0667648315429688,0.6422467221184086,35,16,83,39,36,0,8,63.73,0.33499999999999747
281,,0.6133867621725921,22,10,42,18,20,0,4,63.61,0.33499999999999747
282,3.566646099090576,0.498068931117149,26,12,38,18,16,0,4,63.49,0.3302499999999975
283,,0.9717455745085904,32,12,76,36,34,0,6,63.94,0.3302499999999975
284,3.573225498199463,0.5774327903637198,26,12,50,28,17,0,5,63.52,0.3254999999999975
285,,1.3577892154176454,26,6,68,26,33,0,11,63.77,0.3254999999999975
286,3.300858736038208,1.0310282025989874,28,10,42,22,20,0,2,63.39,0.32074999999999754
287,,0.7833904812494872,24,10,64,32,26,0,6,64.0,0.32074999999999754
288,4.153286933898926,1.2738362636192269,26,8,60,23,32,0,5,64.27,0.31599999999999756
289,,0.9287391691813391,26,10,56,27,24,0,5,64.06,0.31599999999999756
290,4.299252033233643,0.3752797493550692,24,12,48,22,18,0,8,64.12,0.3112499999999976
291,,-0.059818627457700134,30,18,76,36,35,0,7,63.88,0.3112499999999976
292,3.5103957653045654,1.6831399913823992,28,6,62,28,29,0,5,63.76,0.3064999999999976
293,,0.5124624595819411,26,12,44,18,19,0,7,63.85,0.3064999999999976
294,4.392219543457031,0.5932764419131028,22,10,44,18,23,0,3,63.56,0.30174999999999763
295,,0.8025386179062255,26,10,44,28,8,0,10,63.78,0.30174999999999763
296,3.7450053691864014,0.9587913878707566,34,12,84,39,37,0,10,63.78,0.29699999999999765
297,,2.0209399316558705,26,4,56,20,27,0,9,63.6,0.29699999999999765
298,3.6134848594665527,1.2850415580238965,24,6,62,34,29,0,1,63.52,0.2922499999999977
299,,-0.8090740155959742,20,14,36,19,14,0,3,63.69,0.2922499999999977
300,3.0188093185424805,-0.7637986751056203,22,16,44,26,14,0,4,63.59,0.2874999999999977
301,,0.3881507999306819,24,12,54,23,20,0,11,63.77,0.2874999999999977
302,3.548593282699585,1.0134681822550924,22,8,56,21,27,0,8,63.59,0.2827499999999977
303,,1.0708469598242196,47,16,99,42,48,0,9,64.53,0.2827499999999977
304,4.67170524597168,0.12941883631121165,22,12,44,21,19,0,4,64.05,0.27799999999999775
305,,1.3490647151713246,30,8,78,35,37,0,6,64.46,0.27799999999999775
306,4.0886335372924805,1.3815267796137345,50,10,112,53,57,0,6,62.55,0.2732499999999978
307,,0.9115430503883388,31,10,86,47,39,0,4,64.25,0.2732499999999978
308,4.249074935913086,0.0018217081692109005,18,10,32,15,14,0,3,63.93,0.2684999999999978
309,,0.8913539965397458,26,10,66,35,26,0,5,64.41,0.2684999999999978
310,3.5216503143310547,1.1899845347618097,24,6,82,34,39,0,11,64.17,0.2637499999999978
311,,1.0243344306742612,26,8,78,33,39,0,8,64.18,0.2637499999999978
312,3.887638807296753,1.2940870818199766,28,8,72,32,33,0,7,63.91,0.25899999999999784
313,,1.991916107128499,30,4,74,35,35,0,4,64.33,0.25899999999999784
314,2.5828256607055664,0.6670686493726624,18,8,42,15,25,0,2,64.12,0.25424999999999787
315,,-0.10917195006625846,37,20,68,39,26,0,6,64.11,0.25424999999999787
316,3.839947462081909,0.5247289082376999,28,14,76,34,37,0,5,64.05,0.24949999999999786
317,,0.6199918155616002,24,10,48,26,20,0,4,64.13,0.24949999999999786
318,3.2470462322235107,0.6057331645477673,30,12,62,26,28,0,10,64.07,0.24474999999999786
319,,1.181619252456031,26,8,56,26,29,0,3,64.02,0.24474999999999786
320,3.9420695304870605,0.7624267726820811,26,10,76,35,35,0,8,63.94,0.23999999999999785
321,,0.946191309890902,43,16,109,46,55,0,8,64.57,0.23999999999999785
322,3.733973979949951,-0.3234696856583418,22,14,42,28,11,0,3,63.99,0.23524999999999785
323,,1.2527700176232441,30,8,88,39,44,0,5,64.29,0.23524999999999785
324,3.3755383491516113,0.03062048116851043,26,14,52,25,24,0,5,63.89,0.23049999999999785
