episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
859,,-0.3719739292364991,100,92,773,1269,0,2254,70.26
860,150.248046875,-0.38295687885010266,100,84,805,1268,0,1823,69.03
861,,-0.38463837417812313,100,84,1418,656,0,1272,67.19
862,,-0.383298755186722,100,93,2175,690,0,991,72.21
863,,-0.3494764397905759,100,82,1255,560,0,1241,68.72
864,139.8799591064453,-0.3875968992248062,100,88,1579,595,0,922,64.87
865,,-0.39039039039039036,101,92,662,1003,0,2331,66.32
866,,-0.38922544353093896,100,92,775,1416,0,2431,72.55
867,,-0.37015738498789347,101,85,658,1137,0,1509,63.85
868,60.52564239501953,-0.3756319514661274,102,93,713,1132,0,2111,68.52
869,,-0.36921069797782124,100,76,1181,674,0,1211,65.85
870,,-0.35550935550935553,100,83,1192,565,0,1129,63.28
871,,-0.31201413427561836,100,74,1167,550,0,1113,63.69
872,71.96461486816406,-0.37191011235955057,100,75,1129,670,0,871,61.54
873,,-0.41381608174144824,102,89,829,1468,0,2205,72.77
874,,-0.4018063918480778,101,93,779,1191,0,2348,70.32
875,,-0.3890853966649823,100,86,792,1317,0,1849,69.52
876,74.91329956054688,-0.38509825327510916,102,90,576,969,0,2119,64.37
877,,-0.3665994623655914,100,78,925,987,0,1064,64.62
878,,-0.3698078115313081,100,85,846,1098,0,1282,65.3
879,,-0.3804804804804805,102,87,739,1293,0,1298,63.24
880,58.964107513427734,-0.3780487804878049,102,86,1046,1111,0,1123,64.82
881,,-0.38053333333333333,100,87,751,1116,0,1883,67.41
882,,-0.39891250617894214,101,90,756,1212,0,2078,69.88
883,,-0.3953488372093023,101,86,680,1100,0,2004,68.28
884,58.9849853515625,-0.391810144253141,100,93,732,1253,0,2313,71.62
885,,-0.39013585351447133,101,80,594,1043,0,1749,65.94
886,,-0.396800360522758,100,94,916,1340,0,2182,73.39
887,,-0.39717282261741904,100,97,825,1386,0,2175,72.1
888,84.73381042480469,-0.37433155080213903,100,84,662,1134,0,1944,66.52
889,,-0.3763594733829422,100,89,487,1559,0,1448,67.24
890,,-0.36163895486935865,100,85,434,1144,0,1790,65.45
891,,-0.3457910014513788,101,82,263,1515,0,978,59.09
892,26.589006423950195,-0.3947044334975369,102,84,440,1255,0,1553,64.37
893,,-0.3868868868868869,100,91,666,1027,0,2303,68.07
894,,-0.3713738368910783,103,91,757,1125,0,1772,68.07
895,,-0.39981532779316714,100,92,757,1315,0,2260,73.73
896,33.054012298583984,-0.38154484188698806,102,88,720,1246,0,1892,69.79
897,,-0.39410092395167023,100,91,295,1310,0,1209,61.92
898,,-0.40082644628099173,100,91,503,1934,0,1435,70.16
899,,-0.3985655737704918,102,91,241,1363,0,1324,59.47
900,56.815757751464844,-0.37170263788968827,100,82,392,1496,0,1448,63.81
901,,-0.38082485270487415,101,77,618,1061,0,2055,66.34
902,,-0.38567251461988306,100,80,603,1036,0,1781,62.78
903,,-0.3811659192825112,100,84,625,1125,0,1818,67.6
904,38.197940826416016,-0.38835978835978835,100,87,623,1064,0,2093,67.04
905,,-0.38553846153846155,104,88,822,1136,0,1292,63.74
906,,-0.36978785662033653,102,88,1262,696,0,776,60.63
907,,-0.37254901960784315,102,81,999,906,0,849,62.53
908,34.65594482421875,-0.382592360676268,100,88,1162,935,0,1097,65.86
909,,-0.3687245590230665,101,87,347,1132,0,1469,60.63
910,,-0.3768778576094056,101,94,362,1219,0,1481,62.32
911,,-0.3823347745521927,101,87,400,1776,0,1062,69.87
912,64.6292724609375,-0.39961636828644503,101,90,412,1435,0,1281,73.86
913,,-0.3723088344469191,101,86,1193,805,0,696,62.91
914,,-0.386084142394822,100,90,1277,788,0,1025,64.64
915,,-0.3654519971969166,100,84,1185,673,0,996,62.39
916,88.46641540527344,-0.3628147191736604,101,84,1290,570,0,1238,65.88
917,,-0.37082912032355914,100,86,643,919,0,2394,66.89
918,,-0.4009051929490233,100,87,876,1308,0,2014,71.7
919,,-0.3685121107266436,100,80,712,1097,0,1659,66.02
920,144.47161865234375,-0.37323511356660527,101,88,698,1027,0,1533,65.68
921,,-0.34868421052631576,101,82,1146,494,0,792,58.22
922,,-0.3767949454336588,102,85,1854,625,0,1003,70.95
923,,-0.33374792703150913,100,76,1203,498,0,711,60.32
924,137.91390991210938,-0.36703511053315996,101,92,1640,571,0,865,63.59
925,,-0.38337988826815644,103,82,783,1302,0,2211,70.17
926,,-0.39207650273224043,101,94,778,1467,0,2147,75.93
927,,-0.37246722288438616,100,85,635,1025,0,1696,65.46
928,96.31075286865234,-0.37389510901591044,100,84,609,1049,0,1736,67.59
929,,-0.39981949458483756,101,95,515,1562,0,1247,64.74
930,,-0.38457389428263217,103,87,609,1640,0,1459,67.51
931,,-0.38077858880778587,100,87,470,1631,0,1187,65.76
932,97.4161148071289,-0.39018567639257296,101,98,588,1742,0,1440,65.95
933,,-0.39075887392900854,102,88,273,1941,0,1054,65.73
934,,-0.38810545677498465,100,91,383,1906,0,973,64.13
935,,-0.3690696241528035,100,80,418,1734,0,1094,64.77
936,150.52938842773438,-0.3790849673202614,100,86,353,1569,0,832,61.0
937,,-0.3761792452830189,100,85,857,1405,0,1978,73.45
938,,-0.374,100,90,730,1191,0,2079,69.62
939,,-0.39295695919508106,101,84,707,1119,0,1752,65.33
940,182.09182739257812,-0.3713123092573754,101,87,778,1276,0,1878,69.41
941,,-0.39243645381277126,105,88,449,1394,0,1383,64.6
942,,-0.42488384099122356,100,99,595,1340,0,1939,69.66
943,,-0.3979328165374677,100,90,403,1458,0,1235,62.69
944,138.74530029296875,-0.37786259541984735,105,93,361,1434,0,1611,66.76
945,,-0.3560810810810811,101,78,1097,823,0,1040,65.98
946,,-0.3876500857632933,100,89,1243,917,0,1338,68.28
947,,-0.3563521349499209,101,85,1423,883,0,1488,71.75
948,77.5625,-0.382260101010101,103,88,1303,730,0,1135,70.17
949,,-0.39974937343358397,102,86,615,946,0,1631,64.26
950,,-0.3903285515964831,100,97,806,1270,0,2246,71.77
951,,-0.38629592850049654,100,86,781,1179,0,2068,67.46
952,58.84242630004883,-0.3840870062965083,101,87,691,1061,0,1742,66.56
953,,-0.38191881918819187,100,87,787,1309,0,2240,74.94
954,,-0.37853881278538815,100,89,769,1153,0,2458,68.86
955,,-0.3754421424962102,100,81,682,1113,0,2163,67.67
956,57.56228256225586,-0.359541130386122,102,87,676,1132,0,1766,66.22
957,,-0.3860479797979798,105,95,567,1362,0,1239,63.52
958,,-0.40117302052785925,100,89,686,1362,0,1362,66.22
959,,-0.37797619047619047,101,94,518,1348,0,1158,62.64
960,58.9183349609375,-0.3935294117647059,102,87,614,1422,0,1364,65.45
961,,-0.3541513592946363,100,79,734,1069,0,919,62.69
962,,-0.39622641509433965,100,87,720,1677,0,995,69.44
963,,-0.3516891891891892,102,75,885,972,0,1103,62.86
964,44.708614349365234,-0.39763552479815456,101,92,864,1512,0,1092,68.38
965,,-0.3929928239763613,100,105,873,1527,0,2338,75.22
966,,-0.3861959957850369,100,91,802,1234,0,1760,69.99
967,,-0.36289726533628974,100,80,520,731,0,1455,57.72
968,102.05177307128906,-0.4026769509981851,102,86,775,1301,0,2332,77.81
969,,-0.3998401704848162,100,87,726,1081,0,1947,67.29
970,,-0.4018460153084196,100,93,841,1295,0,2306,78.76
971,,-0.36273923444976075,102,91,750,1035,0,1559,75.83
972,60.01128005981445,-0.3438155136268344,101,76,514,884,0,1464,79.21
973,,-0.3484362469927827,100,81,1061,685,0,748,66.85
974,,-0.36950146627565983,101,73,1215,556,0,957,67.71
975,,-0.3542538354253835,100,84,1236,566,0,1066,70.65
976,39.46963119506836,-0.3598161523309258,100,75,1336,810,0,900,76.31
977,,-0.380457933972311,100,86,565,1578,0,1613,79.61
978,,-0.3899196042053185,100,83,521,1203,0,1510,71.84
979,,-0.4115065821550463,100,94,597,1399,0,2106,79.67
980,32.389747619628906,-0.3898927159796725,100,89,481,1493,0,1568,76.12
981,,-0.35152284263959394,101,87,324,1844,0,984,70.27
982,,-0.34885496183206105,100,79,374,1444,0,802,68.75
983,,-0.36578073089700996,101,86,280,1765,0,965,71.28
984,42.47145462036133,-0.38339670468948034,100,96,234,1920,0,1002,72.16
985,,-0.3874773139745917,100,89,820,963,0,1523,74.07
986,,-0.396842678279804,100,91,732,980,0,1962,74.53
987,,-0.35757244395844723,101,91,733,1080,0,1845,78.17
988,33.20713806152344,-0.40415913200723325,102,91,911,1364,0,2149,90.45
989,,-0.3780744905130007,100,85,1189,784,0,873,69.88
990,,-0.3658432708688245,102,76,949,721,0,678,63.34
991,,-0.3582089552238806,102,83,1193,774,0,847,68.99
992,32.47959899902344,-0.37491961414791,100,87,1636,755,0,719,80.11
993,,-0.37524801587301587,101,91,693,1612,0,1727,84.19
994,,-0.37939453125,103,92,689,1317,0,2090,80.22
995,,-0.36628440366972476,100,85,719,1293,0,2348,84.55
996,41.97498321533203,-0.39912954429083464,100,87,696,1615,0,1595,85.68
997,,-0.3741935483870968,100,83,1366,543,0,881,71.43
998,,-0.34646302250803857,100,76,1175,473,0,840,68.66
999,,-0.3727810650887574,100,78,1337,548,0,819,70.65
1000,49.213314056396484,-0.367092866756393,104,83,1430,540,0,1002,72.85
