episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
867,,-0.39364244741873805,104,86,849,579,0,2756,90.42
868,0.26229164004325867,-0.41121718377088307,101,89,938,498,0,2754,101.39
869,,-0.4133207368918281,100,89,855,646,0,2733,96.51
870,,-0.41614208633093525,100,93,918,604,0,2926,101.38
871,,-0.38568985176738885,103,87,716,556,0,2236,80.82
872,0.2767447531223297,-0.38306451612903225,101,92,931,566,0,2967,105.36
873,,-0.39402173913043476,100,97,917,606,0,2893,104.85
874,,-0.41035548686244205,100,93,805,481,0,2596,91.16
875,,-0.3900414937759336,101,92,847,649,0,2842,93.85
876,0.2624218463897705,-0.41796875,100,87,935,477,0,2940,97.22
877,,-0.3851651059635288,100,89,825,780,0,2453,97.49
878,,-0.39172335600907027,102,92,741,461,0,2326,87.37
879,,-0.4040590405904059,100,92,960,878,0,2498,88.73
880,0.27361977100372314,-0.404520295202952,100,96,937,598,0,2801,98.73
881,,-0.39218974604695733,101,88,836,574,0,2764,106.79
882,,-0.3787366046249295,101,90,749,757,0,2040,78.01
883,,-0.37474541751527496,101,87,838,641,0,2449,88.72
884,0.2533072829246521,-0.3924930491195551,101,100,881,505,0,2930,97.71
885,,-0.39561534628799205,101,89,824,622,0,2568,95.47
886,,-0.41470864661654133,100,99,939,433,0,2884,86.67
887,,-0.39780109945027486,100,83,792,776,0,2434,80.14
888,0.25317704677581787,-0.38531353135313534,100,89,738,450,0,2448,81.5
889,,-0.4031737493275955,104,86,772,787,0,2159,75.79
890,,-0.3908174692049272,107,104,768,556,0,2248,95.43
891,,-0.41951861602106055,100,107,1160,627,0,3531,98.43
892,0.2764843702316284,-0.39960068454078723,100,90,748,542,0,2216,81.17
893,,-0.3898578811369509,100,81,616,619,0,1861,82.5
894,,-0.41594561186650186,101,91,980,827,0,3047,115.52
895,,-0.40701999070199907,102,85,934,618,0,2750,101.05
896,0.24927079677581787,-0.3990690837824596,102,98,829,522,0,2731,102.28
897,,-0.4309576837416481,101,91,1157,503,0,3728,128.2
898,,-0.3892245720040282,101,91,890,509,0,2573,112.23
899,,-0.41475054229934927,100,87,903,755,0,2952,107.06
900,0.2730989158153534,-0.41938674579624136,100,91,845,396,0,2803,106.73
901,,-0.40158259149357073,101,87,797,590,0,2657,84.99
902,,-0.402068661971831,101,92,968,404,0,3172,109.21
903,,-0.4125057260650481,101,89,957,491,0,2918,90.99
904,0.2724478840827942,-0.415496049165935,103,93,994,569,0,2993,91.81
905,,-0.4251447477253929,100,96,1087,655,0,3094,94.03
906,,-0.39831281349749204,101,94,971,546,0,2869,107.21
907,,-0.4326216310815541,101,101,1328,459,0,3927,109.08
908,0.27713537216186523,-0.4146281800391389,102,91,835,547,0,2706,89.59
909,,-0.40274599542334094,100,100,952,479,0,2939,88.51
910,,-0.41625169760072434,102,95,998,423,0,2997,112.56
911,,-0.39900990099009903,100,89,833,586,0,2621,82.78
912,0.2936718463897705,-0.411468330134357,100,94,905,463,0,2800,88.21
913,,-0.41034316094731754,100,94,834,711,0,2593,82.31
914,,-0.3886685552407932,101,91,750,488,0,2292,86.63
915,,-0.4174809989142237,101,99,1166,952,0,3408,96.43
916,0.2621614336967468,-0.41212744090441933,105,96,822,490,0,2580,87.88
917,,-0.39289366053169733,101,92,792,497,0,2623,84.8
918,,-0.4179550245959241,103,101,1186,657,0,3849,121.48
919,,-0.39878048780487807,101,89,1070,639,0,3211,110.4
920,0.28898435831069946,-0.4014989293361884,106,88,824,454,0,2458,90.08
921,,-0.3853670162059104,101,83,895,560,0,2741,98.15
922,,-0.38786213786213786,102,93,810,703,0,2491,97.97
923,,-0.3843822843822844,100,90,865,839,0,2586,93.31
924,0.25278642773628235,-0.4200922013061852,103,97,1090,635,0,3481,112.3
925,,-0.3956542502387775,100,89,859,750,0,2579,90.45
926,,-0.39842328684050937,101,92,721,562,0,2015,79.33
927,,-0.3885557221389305,100,88,858,476,0,2668,100.34
928,0.2819530963897705,-0.4060901906090191,101,99,903,515,0,2884,101.58
929,,-0.38414334806087386,100,83,811,744,0,2519,89.44
930,,-0.38025108643167554,101,90,931,516,0,2695,100.24
931,,-0.4111204717775906,100,97,1007,615,0,3126,112.85
932,0.26098954677581787,-0.3971518987341772,103,89,802,597,0,2393,90.24
933,,-0.3975654570509876,104,89,918,707,0,2729,93.97
934,,-0.41783523225241015,102,95,1003,534,0,3027,101.43
935,,-0.4016074037993181,100,92,781,669,0,2656,104.26
936,0.2704947590827942,-0.40858505564387915,101,104,1148,619,0,3265,114.55
937,,-0.42572533849129596,101,96,1042,664,0,3464,108.67
938,,-0.4160756501182033,104,103,1055,612,0,3409,117.34
939,,-0.3780776515151515,100,84,879,839,0,2506,87.68
940,0.2776561975479126,-0.3940972222222222,100,84,972,604,0,3032,103.45
941,,-0.4029882154882155,101,94,1012,666,0,3074,103.22
942,,-0.41499522445081183,101,88,876,499,0,2813,106.69
943,,-0.4277478862413528,100,86,1182,503,0,3519,113.13
944,0.24796871840953827,-0.39863375936535916,104,99,957,524,0,3057,105.97
945,,-0.4048661800486618,101,96,822,507,0,2781,95.17
946,,-0.4482864137086903,101,101,1449,486,0,4601,151.37
947,,-0.3940972222222222,101,93,798,608,0,2626,91.74
948,0.2719270586967468,-0.4017681728880157,101,92,876,610,0,2586,103.16
949,,-0.3650670794633643,100,88,778,649,0,2449,90.22
950,,-0.38933649289099526,101,86,898,504,0,2818,108.74
951,,-0.3864594309799789,100,91,808,583,0,2405,83.42
952,0.25734370946884155,-0.3832777513101477,109,92,881,721,0,2596,87.59
953,,-0.4190423976608187,101,98,1166,674,0,3632,94.29
954,,-0.41647241647241645,100,100,1128,599,0,3421,90.99
955,,-0.4069969578444155,100,88,975,477,0,3150,87.58
956,0.27062496542930603,-0.39505844845908605,104,86,797,779,0,2188,73.46
957,,-0.39921223354958296,101,93,952,350,0,3014,84.15
958,,-0.4221732745961821,100,102,1101,903,0,3444,93.81
959,,-0.40398550724637683,105,89,596,611,0,2105,71.26
960,0.24835935235023499,-0.39689995302959136,101,88,921,846,0,2491,83.68
961,,-0.39657176060429983,100,86,669,558,0,2215,73.21
962,,-0.38211879975505203,100,82,709,377,0,2180,69.78
963,,-0.40261560018682857,101,95,923,533,0,2826,88.51
964,0.2831249535083771,-0.3828006088280061,101,88,865,820,0,2257,79.87
965,,-0.3863771564544914,101,84,756,303,0,2303,80.57
966,,-0.4022883295194508,100,92,840,823,0,2707,91.93
967,,-0.3907092492741601,102,90,965,832,0,3025,95.56
968,0.2504426836967468,-0.39966130397967825,103,98,995,660,0,3069,94.66
969,,-0.4110095735422106,102,99,913,642,0,3041,91.43
970,,-0.41579426490669097,101,95,929,528,0,2937,94.06
971,,-0.3925114620478859,100,94,852,492,0,2582,95.68
972,0.2786978781223297,-0.39657282741738065,101,92,1004,697,0,3201,99.42
973,,-0.42140867489056905,101,96,1048,647,0,3331,99.62
974,,-0.381021897810219,102,95,848,605,0,2657,87.07
975,,-0.40201805629314924,103,92,790,606,0,2370,99.56
976,0.265937477350235,-0.4194015444015444,100,97,788,734,0,2622,86.76
977,,-0.39926829268292685,100,94,896,616,0,2588,85.16
978,,-0.3972182932578972,100,92,871,547,0,2824,90.02
979,,-0.4149345650500385,102,100,1047,901,0,3248,116.89
980,0.2779166102409363,-0.40793201133144474,102,93,918,573,0,2745,87.68
981,,-0.41259578544061304,101,91,838,733,0,2605,83.62
982,,-0.4009455200360198,101,95,907,583,0,2952,96.59
983,,-0.4015915119363395,101,89,797,501,0,2472,88.94
984,0.2845572531223297,-0.4201018990273275,102,93,973,391,0,2954,96.56
985,,-0.42475908080059305,101,96,1118,639,0,3639,106.34
986,,-0.4098250336473755,100,92,874,649,0,2935,90.17
987,,-0.41508104298801973,100,97,1146,650,0,3880,118.39
988,0.25760412216186523,-0.3925716972261401,105,95,884,587,0,2783,86.77
989,,-0.423139487596584,102,102,1049,498,0,3371,100.9
990,,-0.38715953307393,101,85,758,698,0,2142,75.98
991,,-0.40246449456975775,102,91,1042,913,0,2833,88.27
992,0.27882808446884155,-0.4036331413380594,100,93,919,746,0,2849,106.33
993,,-0.39148841354723707,101,94,897,663,0,2928,91.09
994,,-0.38625123639960435,100,93,830,575,0,2639,85.32
995,,-0.39503386004514673,101,93,956,492,0,2982,93.8
996,0.2630728781223297,-0.40194805194805194,100,94,940,613,0,3067,113.3
997,,-0.3977272727272727,100,92,758,690,0,2248,78.32
998,,-0.37418218419728233,100,88,802,665,0,2507,86.73
999,,-0.4079925650557621,103,95,878,574,0,2852,89.79
1000,0.2572135031223297,-0.38583889173935354,103,95,836,621,0,2441,101.89
