episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
2020,3.360820770263672,-1.597748996992103,51,37,88,70,0,0,18,40.38,0.05
2021,,-1.1571049059716823,50,41,117,87,2,0,28,46.38,0.05
2022,3.0988521575927734,-0.47730162843792373,30,24,100,61,0,0,39,99.01,0.05
2023,,-1.3421797920706433,54,41,108,79,0,0,29,51.89,0.05
2024,3.4529736042022705,-2.4706339567356483,50,43,75,62,1,0,12,53.28,0.05
2025,,-0.28255022910930816,50,32,160,122,2,0,36,61.65,0.05
2026,4.105363368988037,-0.951686949106332,50,35,114,85,2,0,27,49.74,0.05
2027,,-1.9137045979017229,50,46,97,79,0,0,18,37.6,0.05
2028,2.9895665645599365,-1.1120899507961484,50,36,107,75,0,0,32,52.68,0.05
2029,,-0.15873045440568145,47,34,188,118,1,0,69,94.47,0.05
2030,2.8629984855651855,-1.5339199101589622,51,36,88,73,4,0,11,42.27,0.05
2031,,-0.7041034212365981,50,29,105,74,1,0,30,62.68,0.05
2032,3.6875486373901367,-1.0619861154396455,51,35,104,80,2,0,22,38.38,0.05
2033,,-1.8253455630992483,50,45,99,77,0,0,22,58.55,0.05
2034,3.4914731979370117,-1.5615607908986462,51,39,95,68,2,0,25,54.19,0.05
2035,,-1.1292894248603387,51,36,104,83,1,0,20,42.71,0.05
2036,2.9852705001831055,-1.8001341153301513,52,37,82,62,0,0,20,63.58,0.05
2037,,-1.736432605614321,50,47,107,89,0,0,18,37.49,0.05
2038,3.272772789001465,-1.7995397274465552,51,40,88,71,0,0,17,41.4,0.05
2039,,-1.8737356482832257,51,46,100,80,0,0,20,46.61,0.05
2040,2.9258313179016113,-1.3286959148300954,50,38,101,81,1,0,19,42.11,0.05
2041,,-0.4025829877714662,50,25,114,84,1,0,29,41.31,0.05
2042,3.095701217651367,-1.1317896187131526,51,38,112,90,2,0,20,42.2,0.05
2043,,-0.9433244975211755,50,32,102,79,1,0,22,40.82,0.05
2044,3.4605278968811035,-1.4482240590528745,51,38,96,75,0,0,21,50.17,0.05
2045,,-0.47175947972659343,50,42,177,128,2,0,47,84.1,0.05
2046,2.761319398880005,-1.135347825893782,50,42,121,75,3,0,43,84.82,0.05
2047,,-0.6348451446538218,50,34,128,59,8,0,61,85.42,0.05
2048,3.8046727180480957,-1.787284819875935,50,46,102,76,3,0,23,57.47,0.05
2049,,-1.1441726485495716,51,30,86,61,4,0,21,40.18,0.05
2050,3.388077735900879,-1.2343881684183726,51,38,104,87,1,0,16,38.18,0.05
2051,,-1.2120730437728513,50,33,94,60,1,0,33,57.05,0.05
2052,3.2283549308776855,-1.3544363804951023,50,36,97,81,2,0,14,40.44,0.05
2053,,-0.913611533812703,50,23,75,61,0,0,14,48.46,0.05
2054,3.2002995014190674,-1.037436473843362,50,41,125,89,1,0,35,58.35,0.05
2055,,-0.9845164351370246,50,38,118,80,1,0,37,76.31,0.05
2056,3.793522596359253,-1.9568724429955426,51,39,80,60,1,0,19,48.47,0.05
2057,,-1.0341904621912195,50,35,107,76,3,0,28,37.21,0.05
2058,3.342529773712158,-0.8949863582675068,50,37,121,79,1,0,41,62.41,0.05
2059,,-0.9898439248324634,50,34,106,82,1,0,23,51.09,0.05
2060,3.4504036903381348,-1.4785899490475285,51,44,109,76,2,0,31,46.5,0.05
2061,,-0.38299319410435934,51,30,138,107,3,0,28,44.42,0.05
2062,3.126441478729248,-0.4591627806293694,51,32,138,110,2,0,26,38.23,0.05
2063,,-0.6962099011423107,50,35,130,105,2,0,23,44.41,0.05
2064,3.587571620941162,-2.031368627798076,51,44,90,71,2,0,17,41.03,0.05
2065,,-1.1371913070587119,50,39,113,85,1,0,27,43.45,0.05
2066,3.728590488433838,-1.308378730474494,50,45,121,100,0,0,21,40.75,0.05
2067,,-1.5496767993500862,52,37,91,72,4,0,15,48.73,0.05
2068,3.321519374847412,-0.7789616458729396,53,43,150,107,2,0,41,47.8,0.05
2069,,-0.9568862830810037,51,40,126,97,3,0,26,40.45,0.05
2070,3.8570635318756104,-0.8955242404325435,50,34,111,76,1,0,34,61.59,0.05
2071,,-1.4039042928126098,51,47,119,77,1,0,41,58.3,0.05
2072,3.265313148498535,-1.2121064555301446,50,34,96,66,1,0,29,36.62,0.05
2073,,-0.6914433369598535,50,40,147,96,2,0,49,90.07,0.05
2074,2.8473870754241943,-0.8163349029162879,51,39,132,114,2,0,16,46.5,0.05
